Equipment ID,EquipmentName,UniqueName,BarcodeNumber,Category,Subcategory,SerialNumber,ModelNumber,Manufacturer,Location,Facility ResQ ID,Facility Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ11205,Coffee Maker EQ11205,Coffee Machine (Dark Roast),EQ11205F192,Beverage Equipment,Hot Beverage Machine,AX 0015315 Y,Axiom - 35 - 3,Bunn,,F192,Tim Hortons #5896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ11219,Coffee Maker EQ11219,Coffee Machine (Dark Roast),EQ11219F191,Beverage Equipment,Hot Beverage Machine,AXBW021351,Axiom-3,Bunn,,F191,Tim Hortons #0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ11221,Coffee Maker EQ11221,Coffee Machine (Dark Roast),EQ11221F191,Beverage Equipment,Hot Beverage Machine,AX0018102Y,Axiom-35-3T,Bunn,,F191,Tim Hortons #0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ11292,Coffee Maker EQ11292,Coffee Machine (Dark Roast),EQ11292F190,Beverage Equipment,Hot Beverage Machine,AX0016642Y,Axiom-35-3,Bunn,,F190,Tim Hortons #0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ11345,Coffee Maker EQ11345,Coffee Machine (Dark Roast),EQ11345F186,Beverage Equipment,Hot Beverage Machine,AX0017938Y,Axiom35-3,Bunn,,F186,Tim Hortons #0737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ13289,Coffee Maker EQ13289,Coffee Machine (Dark Roast),EQ132892207,Beverage Equipment,Hot Beverage Machine,AX0017476Y,Axiom-35-3,Bunn,NA,F341,Tim Hortons #2207,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ13300,Coffee Maker EQ13300,Coffee Machine (Dark Roast),EQ133002207,Beverage Equipment,Hot Beverage Machine,AX0017369Y,AXIOM-35-3,NA,NA,F341,Tim Hortons #2207,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ13349,Coffee Maker EQ13349,Coffee Machine (Dark Roast),EQ133492873,Beverage Equipment,Hot Beverage Machine,AX18411Y,Axiom-35-AX,Bunn,,F342,Tim Hortons #2873,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ13389,Coffee Maker EQ13389,Coffee Machine (Dark Roast),EQ133893031,Beverage Equipment,Hot Beverage Machine,AX090174784,Axiom 35-3,Bunn,,F343,Tim Hortons #3031,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ14606,Coffee Maker EQ14606,Coffee Machine (Dark Roast),,Beverage Equipment,Hot Beverage Machine,AX0016263,Axiom-35-3,Bunn,,F208,Tim Hortons #1587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ7513,Coffee Maker EQ7513,Coffee Machine (Dark Roast),EQ7513F264,Beverage Equipment,Hot Beverage Machine,AXBW019000-1279,Axiom-3,Bunn,Drive Thru,F264,Tim Hortons #1221,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ7517,Coffee Maker EQ7517,Coffee Machine (Dark Roast),EQ7517F264,Beverage Equipment,Hot Beverage Machine,AX0018513Y,Axiom-35-3,Bunn,Till 3,F264,Tim Hortons #1221,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ7555,Coffee Maker EQ7555,Coffee Machine (Dark Roast),EQ7555F263,Beverage Equipment,Hot Beverage Machine,Dark Roast: AX 0018148 Y 1357,Axiom -3,Bunn,,F263,Tim Hortons #1767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ7587,Coffee Maker EQ7587,Coffee Machine (Dark Roast),EQ7587F262,Beverage Equipment,Hot Beverage Machine,AXBW 019001 ,Axiom-3,Bunn,,F262,Tim Hortons #2137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ7620,Coffee Maker EQ7620,Coffee Machine (Dark Roast),EQ7620F262,Beverage Equipment,Hot Beverage Machine,AX0018511Y,Axiom-3,Bunn,,F262,Tim Hortons #2137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ7630,Coffee Maker EQ7630,Coffee Machine (Dark Roast),EQ7630F261,Beverage Equipment,Hot Beverage Machine,AXBW01899I,Axiom-3,Bunn,,F261,Tim Hortons #2143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ7642,Coffee Maker EQ7642,Coffee Machine (Dark Roast),EQ7642F260,Beverage Equipment,Hot Beverage Machine,AX0018519Y 1434,Axiom35-3,Bunn,,F260,Tim Hortons #2215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ7659,Coffee Maker EQ7659,Coffee Machine (Dark Roast),EQ7659F259,Beverage Equipment,Hot Beverage Machine,AXBW018995Equipment no: 1322,,Bunn,,F259,Tim Hortons #2728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ7660,Coffee Maker EQ7660,Coffee Machine (Dark Roast),EQ7660F259,Beverage Equipment,Hot Beverage Machine,AXBW 018993 1312,AXIOM-3,BUNN,FOH,F259,Tim Hortons #2728,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ7708,Coffee Maker EQ7708,Coffee Machine (Dark Roast),EQ7708F258,Beverage Equipment,Hot Beverage Machine,AXBW021356,Axiom-3,Bunn,,F258,Tim Hortons #2983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ7710,Coffee Maker EQ7710,Coffee Machine (Dark Roast),EQ7710F258,Beverage Equipment,Hot Beverage Machine,0018297Y1473,Axiom-3,Bunn,,F258,Tim Hortons #2983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ7739,Coffee Maker EQ7739,Coffee Machine (Dark Roast),EQ7739F257,Beverage Equipment,Hot Beverage Machine,Serial# AXBW018823,Axiom-3,Bunn,,F257,Tim Hortons #4969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ7744,Coffee Maker EQ7744,Coffee Machine (Dark Roast),EQ7744F257,Beverage Equipment,Hot Beverage Machine,AX0016820Y (1407),AXIOM-35-3,BUNN,,F257,Tim Hortons #4969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ7945,Coffee Maker EQ7945,Coffee Machine (Dark Roast),EQ7945F251,Beverage Equipment,Hot Beverage Machine,AX 0018839 Y,Axiom 35 - 3,Bunn,,F251,Tim Hortons #2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ7965,Coffee Maker EQ7965,Coffee Machine (Dark Roast),EQ7965F250,Beverage Equipment,Hot Beverage Machine,AX 0018752 Y,Axiom-35-3,Bunn,,F250,Tim Hortons #3021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ7966,Coffee Maker EQ7966,Coffee Machine (Dark Roast),EQ7966F250,Beverage Equipment,Hot Beverage Machine,AX0018029 Y,Axiom-35-3,Bunn,,F250,Tim Hortons #3021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8047,Coffee Maker EQ8047,Coffee Machine (Dark Roast),EQ8047F248,Beverage Equipment,Hot Beverage Machine,AX 0018764 ,Axiom 35-3,Bunn,,F248,Tim Hortons #5792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8048,Coffee Maker EQ8048,Coffee Machine (Dark Roast),EQ8048F248,Beverage Equipment,Hot Beverage Machine,AX 0018766 Y,Axiom 35-3,Bunn,,F248,Tim Hortons #5792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8124,Coffee Maker EQ8124,Coffee Machine (Dark Roast),EQ8124F247,Beverage Equipment,Hot Beverage Machine,AX0017739Y,Axion-35-3,Bunn,,F247,Tim Hortons #5388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8125,Coffee Maker EQ8125,Coffee Machine (Dark Roast),EQ8125F247,Beverage Equipment,Hot Beverage Machine,AXBW019108,CWT-35-3T,Bunn,,F247,Tim Hortons #5388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8158,Coffee Maker EQ8158,Coffee Machine (Dark Roast),EQ8158F246,Beverage Equipment,Hot Beverage Machine,AX 0018836 Y,Axiom 35-3,Bunn,,F246,Tim Hortons #5544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8194,Coffee Maker EQ8194,Coffee Machine (Dark Roast),EQ8194F245,Beverage Equipment,Hot Beverage Machine,AX0018855Y,Axiom-35-3,Bunn,,F245,Tim Hortons #0460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8229,Coffee Maker EQ8229,Coffee Machine (Dark Roast),EQ8229F245,Beverage Equipment,Hot Beverage Machine,AX00179884,Axiom-35-3,Bunn,,F245,Tim Hortons #0460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8256,Coffee Maker EQ8256,Coffee Machine (Dark Roast),EQ8256F244,Beverage Equipment,Hot Beverage Machine,AX0013129Y,Axiom-35-3,Bunn,,F244,Tim Hortons #1813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8257,Coffee Maker EQ8257,Coffee Machine (Dark Roast),EQ8257F244,Beverage Equipment,Hot Beverage Machine,AX0018748Y,Axiom-35-3,Bunn,,F244,Tim Hortons #1813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8302,Coffee Maker EQ8302,Coffee Machine (Dark Roast),EQ8302F240,Beverage Equipment,Hot Beverage Machine,AX0018020Y,Axiom-35-3,Bunn,,F240,Tim Hortons #2249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8327,Coffee Maker EQ8327,Coffee Machine (Dark Roast),EQ8327F243,Beverage Equipment,Hot Beverage Machine,AX0018559Y,Axiom-35-3,Bunn,,F243,Tim Hortons #2341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8328,Coffee Maker EQ8328,Coffee Machine (Dark Roast),EQ8328F243,Beverage Equipment,Hot Beverage Machine,AX0017574Y,Axiom-35-3,Bunn,,F243,Tim Hortons #2341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8385,Coffee Maker EQ8385,Coffee Machine (Dark Roast),EQ8385F239,Beverage Equipment,Hot Beverage Machine,AX0013745Y,Axiom 35-3,Bunn,,F239,Tim Hortons #2373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8405,Coffee Maker EQ8405,Coffee Machine (Dark Roast),EQ8405F238,Beverage Equipment,Hot Beverage Machine,AX0018060Y,Axiom 35-3,Bunn,,F238,Tim Hortons #2385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8434,Coffee Maker EQ8434,Coffee Machine (Dark Roast),EQ8434F237,Beverage Equipment,Hot Beverage Machine,AX00188484,Axiom 35-3,Bunn,,F237,Tim Hortons #2704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8441,Coffee Maker EQ8441,Coffee Machine (Dark Roast),EQ8441F237,Beverage Equipment,Hot Beverage Machine,AX0013735Y,Axiom 35-3,Bunn,,F237,Tim Hortons #2704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8480,Coffee Maker EQ8480,Coffee Machine (Dark Roast),EQ8480F242,Beverage Equipment,Hot Beverage Machine,AX0018888Y,Axiom-35-3,Bunn,,F242,Tim Hortons #2751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8484,Coffee Maker EQ8484,Coffee Machine (Dark Roast),EQ8484F242,Beverage Equipment,Hot Beverage Machine,AXBW019463,Axiom-3,Bunn,,F242,Tim Hortons #2751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8523,Coffee Maker EQ8523,Coffee Machine (Dark Roast),EQ8523F234,Beverage Equipment,Hot Beverage Machine,AXBW019428,Axiom-3,Bunn,,F234,Tim Hortons #3847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8599,Coffee Maker EQ8599,Coffee Machine (Dark Roast),EQ8599F233,Beverage Equipment,Hot Beverage Machine,AX0013786Y,Axiom-35-3,Bunn,,F233,Tim Hortons #4923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8648,Coffee Maker EQ8648,Coffee Machine (Dark Roast),EQ8648F236,Beverage Equipment,Hot Beverage Machine,AX0018605Y,Axiom 35-3,Bunn,,F236,Tim Hortons #5551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8653,Coffee Maker EQ8653,Coffee Machine (Dark Roast),EQ8653F236,Beverage Equipment,Hot Beverage Machine,AX0017975Y,Axiom 35-3,Bunn,,F236,Tim Hortons #5551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8669,Coffee Maker EQ8669,Coffee Machine (Dark Roast),EQ8669F235,Beverage Equipment,Hot Beverage Machine,AX0015874Y,Axiom-35-3,Bunn,,F235,Tim Hortons #6301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8672,Coffee Maker EQ8672,Coffee Machine (Dark Roast),EQ8672F235,Beverage Equipment,Hot Beverage Machine,AX0015873Y,Axiom-35-3T,Bunn,,F235,Tim Hortons #6301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8722,Coffee Maker EQ8722,Coffee Machine (Dark Roast),EQ8722F188,Beverage Equipment,Hot Beverage Machine,AXBW016188Y- Till 1,Axiom-35-3T,Bunn,,F188,Tim Hortons #0250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8727,Coffee Maker EQ8727,Coffee Machine (Dark Roast),EQ8727F188,Beverage Equipment,Hot Beverage Machine,AXBW0160187Y - Till 2,Axiom-35-3T,Bunn,,F188,Tim Hortons #0250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8728,Coffee Maker EQ8728,Coffee Machine (Dark Roast),EQ8728F188,Beverage Equipment,Hot Beverage Machine,AXBW015492Y - Till 3,Axiom-35-3T,Bunn,,F188,Tim Hortons #0250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8731,Coffee Maker EQ8731,Coffee Machine (Dark Roast),EQ8731F188,Beverage Equipment,Hot Beverage Machine,AX0018357Y,Axiom-35-3,Bunn,,F188,Tim Hortons #0250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8804,Coffee Maker EQ8804,Coffee Machine (Dark Roast),EQ8804F284,Beverage Equipment,Hot Beverage Machine,AX0018973Y,Axiom-35-3,Bunn,,F284,Tim Hortons #2252 [Deactivated],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8807,Coffee Maker EQ8807,Coffee Machine (Dark Roast),EQ8807F284,Beverage Equipment,Hot Beverage Machine,AX0017001Y,Axiom-35-3,Bunn,,F284,Tim Hortons #2252 [Deactivated],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8847,Coffee Maker EQ8847,Coffee Machine (Dark Roast),EQ8847F283,Beverage Equipment,Hot Beverage Machine,AX0018132Y,Axiom-35-3,Bunn,,F283,Tim Hortons #2961 [Deactivated],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8900,Coffee Maker EQ8900,Coffee Machine (Dark Roast),EQ8900F282,Beverage Equipment,Hot Beverage Machine,AXBW019518,Axiom-3,Bunn,,F282,Tim Hortons #3956 [Deactivated],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8901,Coffee Maker EQ8901,Coffee Machine (Dark Roast),EQ8901F282,Beverage Equipment,Hot Beverage Machine,AX0018027Y,Axiom-35-3,Bunn,,F282,Tim Hortons #3956 [Deactivated],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8912,Coffee Maker EQ8912,Coffee Machine (Dark Roast),EQ8912F281,Beverage Equipment,Hot Beverage Machine,AX0D17902Y,Axiom-35-3,Bunn,,F281,Tim Hortons #2753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8916,Coffee Maker EQ8916,Coffee Machine (Dark Roast),EQ8916F281,Beverage Equipment,Hot Beverage Machine,AX 0018744Y,Axiom-35-3,Bunn,,F281,Tim Hortons #2753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8958,Coffee Maker EQ8958,Coffee Machine (Dark Roast),EQ8958F280,Beverage Equipment,Hot Beverage Machine,AX0018657Y,AXEAM 35-3,Bunn,,F280,Tim Hortons #2773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8961,Coffee Maker EQ8961,Coffee Machine (Dark Roast),EQ8961F280,Beverage Equipment,Hot Beverage Machine,AXBW019443,AXIAM-3,Bunn,,F280,Tim Hortons #2773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9035,Coffee Maker EQ9035,Coffee Machine (Dark Roast),EQ9035F279,Beverage Equipment,Hot Beverage Machine,AX 0018473Y,Axiom-35-3,Bunn,,F279,Tim Hortons #4354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9041,Coffee Maker EQ9041,Coffee Machine (Dark Roast),EQ9041F279,Beverage Equipment,Hot Beverage Machine,AX0017263Y,Axiom-35-3,Bunn,,F279,Tim Hortons #4354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9048,Coffee Maker EQ9048,Coffee Machine (Dark Roast),EQ9048F278,Beverage Equipment,Hot Beverage Machine,AX0018584Y,Axiom-35-3,Bunn,,F278,Tim Hortons #5524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9053,Coffee Maker EQ9053,Coffee Machine (Dark Roast),EQ9053F278,Beverage Equipment,Hot Beverage Machine,AX0017700Y,Axiom-35-3,Bunn,,F278,Tim Hortons #5524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9080,Coffee Maker EQ9080,Coffee Machine (Dark Roast),EQ9080F277,Beverage Equipment,Hot Beverage Machine,Ax 0018522Y,Axiom-3,Bunn,,F277,Tim Hortons #0927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9083,Coffee Maker EQ9083,Coffee Machine (Dark Roast),EQ9083F277,Beverage Equipment,Hot Beverage Machine,AXBW019010,Axion-3,Bunn,,F277,Tim Hortons #0927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9141,Coffee Maker EQ9141,Coffee Machine (Dark Roast),EQ9141F276,Beverage Equipment,Hot Beverage Machine,AX0017939Y,Axiom 35-3,Bunn,,F276,Tim Hortons #1571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9172,Coffee Maker EQ9172,Coffee Machine (Dark Roast),EQ9172F275,Beverage Equipment,Hot Beverage Machine,AX 0017887 Y,Axiom-35-3,Bunn,,F275,Tim Hortons #4188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9195,Coffee Maker EQ9195,Coffee Machine (Dark Roast),EQ9195F274,Beverage Equipment,Hot Beverage Machine,AX0017941Y,Axiom-35-3,Bunn,,F274,Tim Hortons #0590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9198,Coffee Maker EQ9198,Coffee Machine (Dark Roast),EQ9198F274,Beverage Equipment,Hot Beverage Machine,AX0018899Y DT,Axiom-35-3T,Bunn,,F274,Tim Hortons #0590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9237,Coffee Maker EQ9237,Coffee Machine (Dark Roast),EQ9237F273,Beverage Equipment,Hot Beverage Machine,AX00118798Y,Axiom-35-3T,Bunn,,F273,Tim Hortons #0683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9239,Coffee Maker EQ9239,Coffee Machine (Dark Roast),EQ9239F273,Beverage Equipment,Hot Beverage Machine,AX0017945Y,Axiom-35-3T,Bunn,,F273,Tim Hortons #0683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9321,Coffee Maker EQ9321,Coffee Machine (Dark Roast),EQ9321F230,Beverage Equipment,Hot Beverage Machine,DarkSerial #: AXBW 018990,"Axiom-35-3, Brewwise",Bunn,,F230,Tim Hortons #1474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9322,Coffee Maker EQ9322,Coffee Machine (Dark Roast),EQ9322F230,Beverage Equipment,Hot Beverage Machine,DarkSerial #: AXBW 019157,"Axiom-35-3, Brewwise",Bunn,,F230,Tim Hortons #1474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9372,Coffee Maker EQ9372,Coffee Machine (Dark Roast),EQ9372F229,Beverage Equipment,Hot Beverage Machine,AXBW018988,"Axiom-35-3, Brewwise",Bunn,,F229,Tim Hortons #2699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9400,Coffee Maker EQ9400,Coffee Machine (Dark Roast),EQ9400F228,Beverage Equipment,Hot Beverage Machine,Dark Roast. Serial #: AX0015470Y,"Axiom-35-3, Brewwise",Bunn,,F228,Tim Hortons #2934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9445,Coffee Maker EQ9445,Coffee Machine (Dark Roast),EQ9445F227,Beverage Equipment,Hot Beverage Machine,Dark,"Axiom-35-3, Brewwise",Bunn,,F227,Tim Hortons #2967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9478,Coffee Maker EQ9478,Coffee Machine (Dark Roast),EQ9478F226,Beverage Equipment,Hot Beverage Machine,DarkSerial #: AX 0017719 Y,"Axiom-35-3, Brewwise",Bunn,,F226,Tim Hortons #3144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9521,Coffee Maker EQ9521,Coffee Machine (Dark Roast),EQ9521F225,Beverage Equipment,Hot Beverage Machine,DarkSerial #: AX 00116469Y,"Axiom-35-3, Brewwise",Bunn,,F225,Tim Hortons #3149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9534,Coffee Maker EQ9534,Coffee Machine (Dark Roast),EQ9534F225,Beverage Equipment,Hot Beverage Machine,DarkSerial #: AX 0017901 Y,"Axiom-35-3, Brewwise",Bunn,,F225,Tim Hortons #3149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9576,Coffee Maker EQ9576,Coffee Machine (Dark Roast),EQ9576F224,Beverage Equipment,Hot Beverage Machine,AX0017980Y,"Axiom-35-3, Brewwise",Bunn,,F224,Tim Hortons #3247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9634,Coffee Maker EQ9634,Coffee Machine (Dark Roast),EQ9634F223,Beverage Equipment,Hot Beverage Machine,DarkSerial #: AX 0017970 Y,"Axiom-35-3, Brewwise",Bunn,,F223,Tim Hortons #3584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9671,Coffee Maker EQ9671,Coffee Machine (Dark Roast),EQ9671F215,Beverage Equipment,Hot Beverage Machine,AX0017253Y,"Axiom-35-3, Brewwise",Bunn,,F215,Tim Hortons #3852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9755,Coffee Maker EQ9755,Coffee Machine (Dark Roast),EQ9755F210,Beverage Equipment,Hot Beverage Machine,AX0017248Y,"Axiom-35-3, Brewwise",Bunn,,F210,Tim Hortons #3972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9764,Coffee Maker EQ9764,Coffee Machine (Dark Roast),EQ9764F222,Beverage Equipment,Hot Beverage Machine,DarkSerial #: AX 0013785Y,"Axiom-35-3, Brewwise",Bunn,,F222,Tim Hortons #4007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9849,Coffee Maker EQ9849,Coffee Machine (Dark Roast),EQ9849F221,Beverage Equipment,Hot Beverage Machine,DarkSerial # :AX 0013738 Y,"Axiom-35-3, Brewwise",Bunn,,F221,Tim Hortons #4318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9891,Coffee Maker EQ9891,Coffee Machine (Dark Roast),EQ9891F219,Beverage Equipment,Hot Beverage Machine,AX0018098Y,"Axiom-35-3, Brewwise",Bunn,,F219,Tim Hortons #4665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9923,Coffee Maker EQ9923,Coffee Machine (Dark Roast),EQ9923F218,Beverage Equipment,Hot Beverage Machine,DarkSerial #: AXBW 021462,"Axiom-35-3, Brewwise",Bunn,,F218,Tim Hortons #4970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9956,Coffee Maker EQ9956,Coffee Machine (Dark Roast),EQ9956F218,Beverage Equipment,Hot Beverage Machine,DarkSerial #: AX 0017105 Y,"Axiom-35-3, Brewwise",Bunn,,F218,Tim Hortons #4970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9968,Coffee Maker EQ9968,Coffee Machine (Dark Roast),EQ9968F214,Beverage Equipment,Hot Beverage Machine,Serial #: AXBW 021771,"Axiom-35-3, Brewwise",Bunn,,F214,Tim Hortons #5556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ18439,Coffee Maker. Dark Roast,Coffee Machine (Dark Roast),A00000003W0,Beverage Equipment,Hot Beverage Machine,AX0013420Y,Axiom 35-3,Bunn,NA,F473,Tim Horton's #2425,/equipment/images/images_KbPeSgl.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ16527,Dark Roast,Coffee Machine (Dark Roast),A00000001WS,Beverage Equipment,Hot Beverage Machine,AX0017617Y,Axiom-35-3,Bunn,NA,F401,Tim Hortons #0979,/equipment/images/images_yHRYJbA.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ18362,Dark Roast Brewer,Coffee Machine (Dark Roast),A00000003T5,Beverage Equipment,Hot Beverage Machine,AX0017893Y,Axiom 35-3,Bunn,NA,F474,Tim Horton's #3156,/equipment/images/images_Uxz4cqh.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ16977,Dark Roast Coffee,Coffee Machine (Dark Roast),A00000002H9,Beverage Equipment,Hot Beverage Machine,AX0017624Y,Axiom-35-3,Bunn,NA,F406,Tim Hortons 0379,/equipment/images/images_MomJnGa.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ16895,Dark Roast Coffee Machine,Coffee Machine (Dark Roast),A00000002G0,Beverage Equipment,Hot Beverage Machine,AX0019432Y,Axiom-35-3,Bunn,NA,F377,Tim Hortons #1190,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ16664,Dark Roast Coffee Maker,Coffee Machine (Dark Roast),A00000001DK,Beverage Equipment,Hot Beverage Machine,AX0014776Y,Axiom-35-3,Bunn,NA,F404,Tim Hortons #3196,/equipment/images/images_HqgEkne.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ16672,Dark Roast Coffee Maker,Coffee Machine (Dark Roast),A00000001DP,Beverage Equipment,Hot Beverage Machine,AX0018923Y,Axiom-35-3,Bunn,NA,F404,Tim Hortons #3196,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ17147,Dark Roast Coffee Maker,Coffee Machine (Dark Roast),A00000003J4,Beverage Equipment,Hot Beverage Machine,AX0016243Y,AX353,Bunn,NA,F211,Tim Hortons #6025,/equipment/images/images_a5aUdoz.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ17860,Dark Roast Coffee Maker,Coffee Machine (Dark Roast),A00000004EX,Beverage Equipment,Hot Beverage Machine,AX0018974Y,Axiom-3,Bunn,NA,F440,Tim Hortons #2017,/equipment/images/images_0FJVtim.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ17846,Dark Roast Coffee Maker,Coffee Machine (Dark Roast),A00000004CD,Beverage Equipment,Hot Beverage Machine,AXBW019152,Axiom-3,Bunn,NA,F440,Tim Hortons #2017,/equipment/images/images_Xpw35d4.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ17856,Dark Roast Coffee Maker,Coffee Machine (Dark Roast),A00000004F2,Beverage Equipment,Hot Beverage Machine,AX0018625Y,Axiom-35-3,Bunn,NA,F440,Tim Hortons #2017,/equipment/images/images_Yagio5Z.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
